AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,CLASS,DISTANCE,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED
6,694,1,F,854,0,1
6,698,1,F,967,0,1
6,698,1,F,967,0,1
6,646,1,L,604,0,1
6,675,1,L,488,0,1
6,675,1,L,576,0,2
6,675,1,L,488,0,1
6,675,1,L,889,0,1
6,675,1,L,889,0,1
6,675,1,L,1464,0,1
6,635,2,P,1199,0,1
6,635,2,P,1278,0,1
6,622,1,L,761,0,1
6,622,1,L,604,0,1
6,684,1,L,725,0,1
6,684,1,L,735,0,2
6,684,1,L,735,0,2
6,684,1,L,292,0,1
6,699,1,L,602,0,1
6,699,1,L,1558,0,1
6,622,1,F,1184,0,1
6,698,1,F,1199,0,1
6,699,1,F,1199,0,1
6,622,1,F,1184,0,1
6,694,1,F,592,0,1
6,608,1,F,230,0,1
6,698,1,F,1199,0,1
6,699,1,F,1199,0,1
6,622,1,L,1199,0,1
6,622,1,L,1069,0,1
6,655,1,F,1123,0,1
6,656,1,F,483,0,1
6,656,1,F,628,0,1
6,656,1,F,853,0,1
6,622,1,L,391,0,1
6,655,1,F,1123,0,1
6,622,1,F,680,0,1
6,656,1,F,495,0,1
6,622,1,L,967,0,2
6,622,1,L,391,0,1
6,614,1,L,1671,0,1
6,614,1,L,1136,0,1
6,614,1,L,954,0,1
6,698,1,F,150,0,1
6,614,1,L,1201,0,1
6,614,1,F,967,0,1
6,698,1,F,862,0,1
6,634,1,F,1709,0,1
6,614,1,F,1482,0,1
6,634,1,L,541,0,1
8,887,1,F,967,0,1
6,612,1,F,73,0,2
6,612,1,F,90,0,2
6,614,1,F,90,0,1
6,612,1,F,602,0,1
6,612,1,F,1359,0,1
6,614,1,F,929,0,1
6,614,1,F,1250,0,1
6,612,1,F,1095,0,1
6,612,1,F,1278,0,1
6,612,1,F,456,0,1
6,614,1,F,771,0,1
6,612,1,F,943,0,1
6,614,1,F,73,0,1
5,515,1,L,764,0,1
5,515,1,L,903,0,1
6,688,1,L,937,0,1
5,515,1,L,764,0,1
6,688,1,L,1166,0,1
5,515,1,L,919,0,1
6,625,1,L,628,0,1
6,617,1,L,595,0,2
6,617,1,L,1049,0,1
6,617,1,L,957,0,1
6,617,1,L,1120,0,1
6,617,1,L,391,0,3
6,617,1,L,312,0,1
6,617,1,L,312,0,1
6,617,1,L,1413,0,1
6,617,1,L,541,0,1
6,635,2,P,957,0,1
6,635,2,P,870,0,1
6,669,1,L,896,0,1
6,669,1,L,804,0,1
6,614,1,L,632,0,2
6,614,1,L,637,0,1
6,614,1,L,632,0,1
6,614,1,L,637,0,1
6,614,1,L,436,0,1
6,614,1,L,598,0,1
6,614,1,L,436,0,1
6,614,1,L,598,0,1
6,681,2,P,1070,0,1
6,681,2,P,967,0,1
6,617,2,P,1069,0,22
6,617,2,P,1069,0,22
6,634,1,F,73,0,1
6,634,1,F,1068,0,1
6,675,1,F,150,0,1
6,675,1,F,495,0,1
4,456,1,F,22,0,1
4,456,1,F,150,0,44
4,456,1,F,292,0,19
4,456,1,F,150,0,45
4,456,1,F,292,0,23
4,456,1,F,0,0,3
4,456,1,F,305,0,56
4,456,1,F,228,0,48
4,456,1,F,280,0,19
4,456,1,F,305,0,56
4,456,1,F,228,0,48
4,456,1,F,274,0,1
4,456,1,F,280,0,21
4,405,1,F,420,0,1
4,405,1,F,231,0,1
4,479,1,F,0,0,1
6,675,1,F,150,1,1
6,675,1,F,519,1,1
6,675,1,F,576,1,1
6,675,1,F,576,1,3
6,698,1,F,420,1,1
6,698,1,F,420,1,1
6,614,1,F,73,1,1
6,614,1,F,592,1,1
6,655,1,F,403,1,1
6,699,1,F,1754,1,1
6,699,1,F,862,1,1
6,614,1,F,771,1,1
6,699,1,F,1546,1,1
6,614,1,F,911,1,1
6,614,1,F,1436,1,1
6,699,1,F,967,1,1
6,614,1,F,411,1,1
6,608,1,F,862,1,1
6,608,1,F,680,1,1
6,694,1,F,680,1,2
6,614,1,F,391,1,1
6,614,1,F,1123,1,1
6,608,1,F,680,1,1
6,694,1,F,680,1,1
6,631,1,F,541,1,1
6,631,1,F,1015,1,1
6,629,1,F,391,1,1
6,629,1,F,746,1,1
6,629,1,F,734,1,1
6,629,1,F,580,1,1
6,629,1,F,230,1,1
6,673,1,F,1487,1,1
6,631,1,F,349,1,1
6,631,1,F,1199,1,1
6,673,1,F,775,1,1
6,673,1,F,692,1,1
6,629,1,F,391,1,1
6,629,1,F,230,1,1
6,631,1,F,641,1,1
6,673,1,F,1015,1,1
6,673,1,F,862,1,1
6,631,1,F,406,1,1
6,631,1,F,771,1,1
6,631,1,F,964,1,1
6,631,1,F,472,1,1
6,673,1,F,888,1,1
6,629,1,F,898,1,1
6,673,1,F,853,1,1
6,629,1,F,1024,1,1
6,629,1,F,967,1,1
6,631,1,F,967,1,1
6,631,1,F,846,1,1
6,673,1,F,557,1,1
6,673,1,F,592,1,1
6,631,1,F,655,1,1
6,629,1,F,862,1,1
6,631,1,F,406,1,1
6,673,1,F,113,1,1
6,631,1,F,862,1,1
6,673,1,F,771,1,1
6,631,1,F,964,1,1
6,629,1,F,734,1,1
6,673,1,F,888,1,1
6,673,1,F,991,1,1
6,629,1,F,730,1,1
6,631,1,F,853,1,1
6,673,1,F,794,1,1
6,629,1,F,496,1,1
6,631,1,F,909,1,1
6,631,1,F,846,1,1
6,694,1,F,349,1,1
6,614,1,F,1671,1,1
6,698,1,F,1754,1,1
6,694,1,F,524,1,1
6,694,1,F,349,1,1
6,634,1,F,455,1,1
6,694,1,F,1754,1,1
6,694,1,F,524,1,1
6,694,1,F,1069,1,1
6,698,1,F,1123,1,1
6,698,1,F,1703,1,1
6,624,1,F,1452,1,1
6,626,1,F,862,1,1
6,698,1,F,628,1,1
6,614,1,F,533,1,1
6,698,1,F,1546,1,1
6,698,1,F,888,1,1
6,694,1,F,1558,1,1
6,614,1,F,776,1,1
6,694,1,F,1482,1,1
6,614,1,F,804,1,1
6,698,1,F,391,1,1
6,614,1,F,770,1,1
6,698,1,F,770,1,1
6,614,1,F,541,1,1
6,624,1,F,1452,1,1
6,622,1,F,862,1,1
6,626,1,F,862,1,1
6,614,1,F,533,1,1
6,622,1,F,1546,1,1
6,614,1,F,776,1,1
6,634,1,F,776,1,1
6,694,1,F,1482,1,1
6,614,1,F,804,1,1
6,694,1,F,794,1,1
6,694,1,F,916,1,1
6,622,1,F,967,1,1
6,637,1,F,967,1,2
6,614,1,F,846,1,1
6,614,1,F,770,1,1
6,698,1,F,770,1,1
6,614,1,F,541,1,1
6,619,1,F,1449,1,1
6,619,1,F,1201,1,1
6,619,1,F,349,1,1
6,619,1,F,649,1,1
6,619,1,F,1123,1,1
6,619,1,F,1015,1,1
6,619,1,F,896,1,1
6,619,1,F,991,1,1
6,619,1,F,1558,1,1
6,619,1,F,804,1,1
6,614,1,F,1607,1,1
6,619,1,F,541,1,1
6,619,1,F,1123,1,1
6,619,1,F,1015,1,1
6,614,1,F,1062,1,1
6,619,1,F,1290,1,1
6,619,1,F,804,1,1
6,614,1,F,1607,1,1
6,619,1,F,909,1,1
6,673,1,F,1199,1,1
6,673,1,F,73,1,1
6,673,1,F,1201,1,1
6,673,1,F,73,1,1
6,677,1,F,589,1,1
6,677,1,F,420,1,1
6,673,1,F,472,1,1
6,673,1,F,391,1,1
6,677,1,F,420,1,1
6,673,1,F,1024,1,1
6,673,1,F,541,1,1
6,698,1,F,1069,1,1
6,698,1,F,1154,1,1
6,698,1,F,1123,1,1
6,694,1,F,862,1,1
6,698,1,F,977,1,1
6,694,1,F,1546,1,1
6,698,1,F,1546,1,1
6,694,1,F,679,1,1
6,694,1,F,888,1,1
6,698,1,F,888,1,1
6,694,1,F,602,1,1
6,694,1,F,770,1,1
6,694,1,F,1162,1,1
6,698,1,F,1123,1,1
6,694,1,F,1452,1,1
6,694,1,F,862,1,1
6,698,1,F,977,1,1
6,694,1,F,1546,1,1
6,694,1,F,679,1,1
6,694,1,F,888,1,1
6,694,1,F,602,1,1
6,694,1,F,770,1,1
6,694,1,F,1506,1,1
6,694,1,F,1162,1,1
6,691,2,G,641,1,1
7,730,2,G,977,1,1
6,691,2,G,533,1,1
6,691,2,G,1062,1,1
6,691,2,G,391,1,1
6,691,2,G,639,1,1
6,691,2,G,216,1,1
7,730,2,G,977,1,1
7,740,2,G,533,1,1
6,691,2,G,1061,1,1
7,740,2,G,957,1,1
6,698,1,F,1123,1,1
6,698,1,F,862,1,1
6,638,1,F,593,1,1
6,675,1,F,250,1,1
6,675,1,F,250,1,1
6,675,1,F,1015,1,1
6,675,1,F,722,1,1
6,675,1,F,722,1,1
4,405,1,F,383,1,6
4,405,1,F,383,1,6
6,675,1,F,773,1,1
6,675,1,F,73,1,1
6,675,1,F,862,1,1
6,675,1,F,886,1,1
6,622,2,G,1026,1,1
6,691,2,G,628,1,1
6,622,2,G,1024,1,1
6,622,2,G,391,1,1
6,691,2,G,391,1,1
6,694,1,F,991,2,2
6,699,1,F,862,2,2
6,694,1,F,1558,2,2
6,698,1,F,680,2,2
8,888,1,F,680,2,2
6,614,1,F,391,2,2
6,631,1,F,1015,2,2
6,631,1,F,589,2,2
6,631,1,F,73,2,2
6,631,1,F,73,2,2
6,673,1,F,212,2,2
6,673,1,F,624,2,2
6,673,1,F,991,2,2
6,673,1,F,794,2,2
6,629,1,F,833,2,1
6,631,1,F,89,2,2
6,673,1,F,212,2,2
6,631,1,F,773,2,2
6,673,1,F,624,2,2
6,631,1,F,1100,2,2
6,673,1,F,853,2,2
6,631,1,F,616,2,2
6,694,1,F,1199,2,2
6,694,1,F,1069,2,2
6,614,1,F,1476,2,2
6,694,1,F,1199,2,2
6,698,1,F,1754,2,2
6,614,1,F,1476,2,2
6,694,1,F,836,2,2
6,614,1,F,420,2,2
6,614,1,F,1436,2,2
6,694,1,F,916,2,2
6,698,1,F,1506,2,2
6,694,1,F,639,2,2
6,614,1,F,996,2,2
6,698,1,F,1605,2,2
6,694,1,F,836,2,2
6,694,1,F,1015,2,2
6,614,1,F,420,2,2
6,698,1,F,628,2,2
6,698,1,F,1506,2,2
6,694,1,F,639,2,2
6,619,1,F,649,2,2
6,614,1,F,349,2,2
6,619,1,F,1491,2,2
6,619,1,F,1449,2,2
6,619,1,F,1154,2,2
6,619,1,F,836,2,2
6,619,1,F,1024,2,2
6,619,1,F,391,2,2
6,619,1,F,836,2,2
6,619,1,F,991,2,2
6,619,1,F,853,2,2
6,619,1,F,1024,2,2
6,619,1,F,948,2,2
6,673,1,F,1154,2,2
6,673,1,F,1083,2,2
6,673,1,F,1154,2,2
6,677,1,F,680,2,2
6,673,1,F,541,2,2
6,677,1,F,495,2,2
6,698,1,F,826,2,2
6,694,1,F,680,2,2
6,694,1,F,1436,2,2
6,694,1,F,794,2,2
6,698,1,F,826,2,2
6,694,1,F,1436,2,2
6,694,1,F,794,2,2
6,622,2,G,455,2,2
6,691,2,G,563,2,2
6,638,1,F,1069,2,2
6,638,1,F,1069,2,2
6,622,2,G,391,2,2
6,614,1,F,641,3,3
6,631,1,F,524,3,3
6,631,1,F,524,3,3
6,631,1,F,680,3,3
6,631,1,F,1024,3,3
6,631,1,F,752,3,3
6,631,1,F,1024,3,3
6,631,1,F,349,3,3
6,629,1,F,359,3,3
6,631,1,F,524,3,3
6,629,1,F,359,3,3
6,631,1,F,524,3,3
6,673,1,F,1069,3,3
6,673,1,F,1085,3,3
6,631,1,F,1015,3,3
6,629,1,F,456,3,3
6,629,1,F,196,3,3
6,629,1,F,819,3,3
6,631,1,F,602,3,3
6,629,1,F,776,3,3
6,631,1,F,898,3,3
6,631,1,F,794,3,3
6,631,1,F,541,3,3
6,629,1,F,589,3,3
6,631,1,F,655,3,3
6,629,1,F,456,3,3
6,629,1,F,196,3,3
6,629,1,F,819,3,3
6,631,1,F,602,3,3
6,631,1,F,300,3,3
6,614,1,F,850,3,3
6,698,1,F,1491,3,3
6,614,1,F,1337,3,3
6,698,1,F,1199,3,3
6,698,1,F,1605,3,3
6,634,1,F,533,3,3
6,694,1,F,776,3,3
6,614,1,F,495,3,3
6,698,1,F,888,3,3
6,694,1,F,776,3,3
6,614,1,F,1436,3,3
6,619,1,F,349,3,3
6,614,1,F,1610,3,3
6,619,1,F,1199,3,3
6,612,1,F,1671,3,3
6,614,1,F,1449,3,3
6,619,1,F,977,3,3
6,619,1,F,854,3,3
6,619,1,F,533,3,3
6,614,1,F,1062,3,2
6,619,1,F,1062,3,3
6,619,1,F,472,3,3
6,619,1,F,819,3,3
6,612,1,F,1553,3,3
6,614,1,F,794,3,3
6,619,1,F,1024,3,3
6,619,1,F,948,3,3
6,619,1,F,909,3,3
6,619,1,F,639,3,3
6,619,1,F,977,3,3
6,619,1,F,854,3,3
6,619,1,F,1062,3,3
6,619,1,F,472,3,3
6,619,1,F,819,3,3
6,614,1,F,1553,3,3
6,673,1,F,349,3,3
6,673,1,F,1083,3,3
6,677,1,F,1201,3,3
6,673,1,F,349,3,3
6,673,1,F,1014,3,3
6,677,1,F,563,3,3
6,677,1,F,872,3,3
6,673,1,F,495,3,3
6,677,1,F,616,3,3
6,677,1,F,641,3,3
6,673,1,F,589,3,3
6,673,1,F,872,3,3
6,677,1,F,680,3,3
6,677,1,F,1062,3,3
6,677,1,F,472,3,3
6,677,1,F,794,3,3
6,677,1,F,616,3,3
6,698,1,F,692,3,3
6,698,1,F,692,3,3
6,699,1,F,977,3,3
6,699,1,F,977,3,3
6,694,1,F,680,3,3
6,675,1,F,455,3,3
6,675,1,F,455,3,3
6,675,1,F,637,3,3
6,675,1,F,792,3,3
6,675,1,F,639,3,3
6,675,1,F,533,3,3
6,675,1,F,792,3,3
6,675,1,F,639,3,3
6,675,1,F,911,3,3
6,622,2,G,819,3,3
6,673,1,F,655,4,4
6,673,1,F,655,4,4
6,655,1,F,641,4,4
6,655,1,F,641,4,4
6,631,1,F,349,4,4
6,631,1,F,349,4,4
6,631,1,F,641,4,4
6,631,1,F,641,4,4
6,629,1,F,836,4,4
6,673,1,F,679,4,4
6,673,1,F,680,4,4
6,631,1,F,637,4,4
6,631,1,F,640,4,4
6,629,1,F,836,4,4
6,631,1,F,640,4,4
6,629,1,F,533,4,4
6,673,1,F,679,4,4
6,673,1,F,680,4,4
6,629,1,F,472,4,4
6,631,1,F,637,4,4
6,698,1,F,1199,4,4
6,634,1,F,524,4,4
6,694,1,F,692,4,4
6,614,1,F,1154,4,4
6,694,1,F,1154,4,4
6,698,1,F,1069,4,4
6,694,1,F,649,4,4
6,634,1,F,524,4,4
6,614,1,F,1337,4,4
6,614,1,F,1154,4,4
6,694,1,F,1154,4,4
6,614,1,F,996,4,4
6,694,1,F,752,4,4
6,622,1,F,3414,4,4
6,614,1,F,826,4,5
6,698,1,F,1062,4,4
6,614,1,F,1558,4,4
6,698,1,F,1558,4,4
6,634,1,F,804,4,4
6,637,1,F,967,4,4
6,634,1,F,1123,4,4
6,694,1,F,752,4,4
6,622,1,F,3414,4,4
6,614,1,F,826,4,4
6,634,1,F,804,4,4
6,614,1,F,349,4,4
6,614,1,F,1449,4,4
6,619,1,F,775,4,4
6,614,1,F,1553,4,4
6,619,1,F,853,4,4
6,619,1,F,794,4,4
6,614,1,F,948,4,4
6,619,1,F,896,4,4
6,619,1,F,680,4,4
6,612,1,F,1553,4,4
6,614,1,F,794,4,4
6,619,1,F,391,4,4
6,619,1,F,639,4,4
6,673,1,F,977,4,4
6,677,1,F,794,4,4
6,677,1,F,563,4,4
6,673,1,F,391,4,4
6,694,1,F,896,4,4
6,698,1,F,846,4,4
6,694,1,F,896,4,4
6,698,1,F,846,4,4
6,614,1,F,680,4,4
6,675,1,F,420,4,4
6,675,1,F,420,4,4
6,631,1,F,1081,4,3
6,631,1,F,1081,4,4
6,691,2,G,850,4,4
6,691,2,G,1024,4,4
6,626,2,G,391,4,4
6,626,2,G,391,4,4
6,631,1,F,692,5,5
6,631,1,F,977,5,5
6,631,1,F,977,5,5
6,629,1,F,455,5,5
6,673,1,F,1199,5,5
6,629,1,F,455,5,5
6,673,1,F,1201,5,5
6,631,1,F,250,5,5
6,631,1,F,752,5,5
6,673,1,F,420,5,5
6,629,1,F,533,5,5
6,631,1,F,872,5,5
6,631,1,F,604,5,5
6,629,1,F,472,5,4
6,629,1,F,916,5,5
6,631,1,F,250,5,5
6,631,1,F,533,5,5
6,673,1,F,872,5,5
6,629,1,F,776,5,4
6,631,1,F,391,5,4
6,694,1,F,649,5,5
6,634,1,F,1337,5,5
6,698,1,F,1491,5,5
6,694,1,F,692,5,5
6,634,1,F,1337,5,5
6,698,1,F,1069,5,5
6,627,1,F,1605,5,5
6,698,1,F,836,5,5
6,694,1,F,964,5,5
6,694,1,F,819,5,5
6,694,1,F,948,5,6
6,694,1,F,909,5,5
6,698,1,F,639,5,5
6,614,1,F,1703,5,5
6,698,1,F,836,5,5
6,634,1,F,533,5,5
6,634,1,F,495,5,5
6,694,1,F,819,5,5
6,614,1,F,991,5,5
6,698,1,F,1024,5,5
6,698,1,F,948,5,5
6,698,1,F,639,5,5
6,619,1,F,1014,5,5
6,612,1,F,854,5,5
6,619,1,F,680,5,5
6,619,1,F,770,5,5
6,619,1,F,883,5,5
6,612,1,F,854,5,5
6,614,1,F,495,5,5
6,614,1,F,1290,5,5
6,619,1,F,770,5,5
6,677,1,F,770,5,5
6,699,1,F,602,5,5
6,699,1,F,602,5,5
6,614,1,F,680,5,5
6,675,1,F,692,5,5
4,405,1,F,90,5,5
4,405,1,F,90,5,5
6,631,1,F,872,6,6
6,631,1,F,680,6,6
6,631,1,F,1081,6,6
6,631,1,F,1081,6,6
6,631,1,F,1199,6,6
6,673,1,F,1201,6,6
6,673,1,F,834,6,6
6,673,1,F,1337,6,6
6,629,1,F,964,6,6
6,673,1,F,1040,6,6
6,631,1,F,589,6,6
6,631,1,F,752,6,6
6,673,1,F,420,6,6
6,631,1,F,872,6,6
6,631,1,F,604,6,6
6,673,1,F,1040,6,6
6,631,1,F,898,6,6
6,629,1,F,916,6,6
6,631,1,F,541,6,6
6,631,1,F,639,6,6
6,634,1,F,775,6,6
6,634,1,F,1123,6,6
6,694,1,F,1015,6,6
6,614,1,F,977,6,6
6,694,1,F,533,6,6
6,694,1,F,896,6,6
6,694,1,F,1062,6,6
6,627,1,F,1605,6,6
6,614,1,F,977,6,6
6,698,1,F,977,6,6
6,694,1,F,964,6,6
6,694,1,F,896,6,6
6,694,1,F,1558,6,6
6,612,1,F,1703,6,6
6,614,1,F,1447,6,7
6,614,1,F,533,6,6
6,619,1,F,957,6,6
6,614,1,F,495,6,6
6,614,1,F,1447,6,6
6,614,1,F,967,6,6
6,614,1,F,391,6,6
6,677,1,F,1199,6,6
6,677,1,F,1199,6,5
6,677,1,F,641,6,6
6,677,1,F,472,6,6
6,677,1,F,1024,6,6
6,622,2,G,207,6,6
6,626,2,G,872,6,6
7,730,2,G,872,6,6
6,622,2,G,207,6,6
7,730,2,G,872,6,6
6,675,1,F,483,6,6
6,655,1,F,420,7,7
6,655,1,F,420,7,7
6,631,1,F,1162,7,7
6,631,1,F,1162,7,7
6,631,1,F,775,7,7
6,673,1,F,845,7,7
6,673,1,F,1337,7,7
