FLIGHT_NUMBER,DISTANCE,AIR_TIME,FREIGHT,PASSENGERS,ORIGIN_STATE_ABR,DEST_STATE_ABR,UNIQUE_CARRIER_ENTITY
1008,495,1365,64,2185,CO,OK,0A875
1009,1290,3041,918,2786,CO,PA,0A875
1010,853,2346,311,2694,CO,CA,0A875
1011,794,2015,1695,2630,CO,TX,0A875
1012,483,1466,252,2341,SD,CO,0A875
1013,1201,2849,14047,3315,CO,OH,6725
1014,589,1443,0,3185,CO,IA,6460
1015,589,1749,0,3192,IA,CO,6460
1016,911,2636,0,2392,IL,CO,6460
1017,680,2069,3649,3556,MN,CO,1260
1018,420,1138,0,1220,CO,KS,7041
1019,649,1834,0,852,ID,CO,6700
1020,349,1102,0,1345,CO,NM,6700
1021,770,2145,0,987,CO,MO,6700
1022,292,938,0,1004,UT,CO,6700
1023,1199,3266,348,3030,GA,CO,0A875
1024,1703,4250,182,2821,CO,FL,0A875
1025,680,1866,1835,3082,CO,MN,0A875
1026,819,2331,211,2389,CO,CA,0A875
1027,991,2771,2737,2839,CO,OR,0A875
1028,1024,3000,559,2401,CO,WA,0A875
1029,948,2731,623,3102,CO,CA,0A875
1030,1506,3860,235,3465,CO,FL,0A875
1031,1015,2877,38,2346,MI,CO,0A875
1032,533,1720,899,2571,MO,CO,0A875
1033,819,2249,179,2463,CA,CO,0A875
1034,1558,4388,2057,2399,PA,CO,0A875
1035,1290,3817,85,2854,PA,CO,0A875
1036,770,2409,1033,2937,MO,CO,0A875
1037,1506,4185,371,3323,FL,CO,0A875
1038,1671,4045,6073,2247,CO,CT,6725
1039,804,2402,6063,1683,CO,NV,6725
1040,1024,2629,3689,2102,CO,KY,6725
1041,391,1286,6210,3148,CO,UT,6725
1042,533,1509,0,1354,CO,MO,6003
1043,160,1329,35966,0,NM,CO,6299
1044,40,344,21747,0,NM,CO,6299
1045,1069,2688,0,1332,CO,KY,7041
1046,141,690,0,1184,CO,CO,7041
1047,637,2123,0,1171,MO,CO,7041
1048,848,2635,0,696,CO,CA,6700
1049,775,2713,0,1581,TX,CO,6700
1050,638,2110,0,779,ND,CO,6700
1051,771,2376,0,1379,AR,CO,6700
1052,423,1482,0,1215,NE,CO,6700
1053,1671,4283,118,2543,CO,CT,0A875
1054,472,1344,1536,3055,CO,NE,0A875
1055,1482,3800,262,2489,CO,VA,0A875
1056,916,2774,70,1559,CO,CA,0A875
1057,967,2775,17922,6174,CO,CA,0A875
1058,1703,4906,1186,3078,FL,CO,0A875
1059,680,2083,102,2855,MN,CO,0A875
1060,1062,3363,738,2673,LA,CO,0A875
1061,472,1605,171,2966,NE,CO,0A875
1062,991,2747,848,2615,OR,CO,0A875
1063,1482,4631,116,2661,VA,CO,0A875
1064,794,2358,1894,3690,TX,CO,0A875
1065,916,2517,31,2037,CA,CO,0A875
1066,1201,3632,7027,2872,OH,CO,6725
1067,1154,3055,21316,3714,CO,OH,6725
1068,1620,4291,1479,3766,CO,NY,6725
1069,1154,3117,0,1430,CO,OH,6003
1070,516,1641,0,3289,ND,CO,6460
1071,516,1551,0,3366,CO,ND,6460
1072,160,1329,35960,0,NM,CO,6200
1073,854,2357,576847,0,CO,TN,6200
1074,40,345,21715,0,NM,CO,6200
1075,172,1388,11749,0,CO,WY,6200
1076,854,2451,824702,0,TN,CO,6200
1077,804,2474,552896,0,CO,NV,6910
1078,141,634,0,1245,CO,CO,7041
1079,472,1583,0,1602,CO,NE,7041
1080,300,1065,0,1484,CO,SD,7041
1081,349,1348,0,1064,NM,CO,6700
1082,1199,3933,0,1645,GA,CO,6700
1083,850,2614,0,1532,CA,CO,6700
1084,1069,3722,0,1650,KY,CO,6700
1085,349,1269,0,1087,CO,NM,6700
1086,641,2115,0,1653,CO,TX,6700
1087,844,2888,0,1379,CO,CA,6700
1088,602,2110,0,1578,CO,AZ,6700
1089,483,1746,0,1367,SD,CO,6700
1090,533,2011,0,1652,MO,CO,6700
1091,964,2881,0,1023,OR,CO,6700
1092,931,2957,0,996,CA,CO,6700
1093,848,2410,0,1102,CA,CO,6700
1094,649,1927,660,3699,ID,CO,0A875
1095,649,2099,3280,3729,CO,ID,0A875
1096,406,1474,507,2485,CO,WY,0A875
1097,495,1667,488,2105,OK,CO,0A875
1098,495,1768,703,2706,OK,CO,0A875
1099,1558,4854,797,3887,PA,CO,0A875
1100,602,1855,574,3365,AZ,CO,0A875
1101,967,2606,129167,6738,CA,CO,0A875
1102,1449,4581,279,2635,SC,CO,6725
1103,649,2102,3097,3760,CO,ID,6725
1104,1449,3727,745,2970,CO,SC,6725
1105,1123,3622,3409,3708,MI,CO,6725
1106,1024,3315,10538,2760,KY,CO,6725
1107,639,1953,4522,3476,AZ,CO,6725
1108,1154,3727,0,1450,OH,CO,6003
1109,563,1967,0,1269,TX,CO,6003
1110,1162,3296,0,1046,CO,TN,6904
1111,1162,3721,0,1009,TN,CO,6904
1112,927,3167,0,1096,TX,CO,6085
1113,927,2861,0,916,CO,TX,6085
1114,1069,3556,1529,2486,KY,CO,1260
1115,1069,3161,1,2380,CO,KY,1260
1116,637,1988,0,1462,CO,MO,7041
1117,420,1491,0,1157,KS,CO,7041
1118,850,2812,0,1059,CA,CO,6700
1119,931,3314,0,925,CO,CA,6700
1120,913,3158,0,1489,TX,CO,6700
1121,541,2170,0,1061,OK,CO,6700
1122,649,1993,201,3522,ID,CO,0A875
1123,775,2540,27,3576,CO,TX,0A875
1124,775,2440,610,3070,CO,TX,0A875
1125,641,2054,4871,3383,CO,TX,0A875
1126,1703,4840,493,3898,CO,FL,0A875
1127,420,1351,388,2282,CO,KS,0A875
1128,3329,9830,1252,3552,CO,HI,0A875
1129,3302,9826,5028,3711,CO,HI,0A875
1130,1506,4384,5719,3779,CO,FL,0A875
1131,1703,5423,491,4189,FL,CO,0A875
1132,420,1536,229,2917,KS,CO,0A875
1133,406,1444,219,2327,WY,CO,0A875
1134,3329,9038,5865,3052,HI,CO,0A875
1135,3302,8906,1858,3450,HI,CO,0A875
1136,541,1896,377,2594,OK,CO,0A875
1137,649,2030,2184,3865,ID,CO,6725
1138,1447,4142,3203,3238,CO,FL,6725
1139,1447,4728,996,3283,FL,CO,6725
1140,819,2521,2376,4050,CA,CO,6725
1141,948,2931,1103,3856,CA,CO,6725
1142,775,2621,0,1627,TX,CO,6003
1143,563,1847,0,1289,CO,TX,6003
1144,1024,3618,0,1547,KY,CO,6003
1145,541,1908,0,1365,OK,CO,6003
1146,483,1555,0,3723,CO,SD,6460
1147,483,1837,0,3458,SD,CO,6460
1148,172,1630,40688,0,WY,CO,6200
1149,809,2557,0,962,CO,TX,6085
1150,277,1672,0,176,CO,CO,1177
1151,1069,3827,0,1602,KY,CO,7041
1152,964,3519,0,1698,CO,OR,6700
1153,776,2527,0,1516,CA,CO,6700
1154,1754,6127,2585,4020,MA,CO,0A875
1155,1337,4872,73,2770,NC,CO,0A875
1156,1199,3666,2093,3610,CO,GA,0A875
1157,649,2274,3285,3660,CO,ID,0A875
1158,1337,4034,3913,2745,CO,NC,0A875
1159,967,3299,384,2893,CO,CA,0A875
1160,641,2442,591,4022,TX,CO,0A875
1161,680,2458,167,3668,MN,CO,0A875
1162,909,2845,1068,2777,CA,CO,0A875
1163,651,2385,12170,4063,TX,CO,6725
1164,909,2825,8631,3748,CA,CO,6725
1165,495,1739,0,1666,CO,OK,6003
1166,391,1558,0,3543,CO,UT,6460
1167,770,2390,0,3589,CO,MO,6460
1168,604,2050,0,3157,NV,CO,6460
1169,391,1393,0,3477,UT,CO,6460
1170,770,2879,0,3592,MO,CO,6460
1171,160,1453,40799,0,CO,NM,6299
1172,872,3301,0,1693,TN,CO,7041
1173,495,1888,0,1519,OK,CO,7041
1174,913,3211,0,1369,CO,TX,6700
1175,1014,3928,0,1878,TN,CO,6700
1176,1083,3467,0,1537,CO,AL,6700
1177,483,1791,0,1538,CO,SD,6700
1178,776,2687,0,1409,CO,CA,6700
1179,792,2784,0,1036,CO,LA,6700
1180,589,2403,0,1876,IA,CO,6700
1181,576,2272,0,857,ND,CO,6700
1182,472,1984,0,1856,NE,CO,6700
1183,792,3293,0,1034,LA,CO,6700
1184,541,1790,92,2976,CO,OK,0A875
1185,602,2108,1002,4320,AZ,CO,0A875
1186,948,3218,91,3602,CA,CO,0A875
1187,775,2976,5586,4367,TX,CO,6725
1188,1558,4494,5171,3362,CO,PA,6725
1189,1290,4132,1221,3680,CO,PA,6725
1190,1703,5728,6116,3526,FL,CO,6725
1191,836,2730,1335,3776,WA,CO,6725
1192,604,2372,0,3208,CO,NV,6460
1193,977,3054,0,3677,CO,IN,6460
1194,628,2297,0,3388,CO,NV,6460
1195,977,3573,0,4463,IN,CO,6460
1196,628,2159,0,3674,NV,CO,6460
1197,160,1453,40799,0,CO,NM,6200
1198,680,2350,122,2861,CO,MN,6795
1199,680,2555,816,2982,MN,CO,6795
1200,533,1888,0,1231,CO,MO,6904
1201,196,957,0,1208,CO,CO,6904
1202,196,943,0,880,CO,CO,6904
1203,170,1207,0,114,NM,CO,1177
1204,170,1194,0,93,CO,NM,1177
1205,277,1772,0,193,CO,CO,1177
1206,533,2034,0,1906,CO,MO,7041
1207,679,2626,0,1722,CO,MT,7041
1208,472,1891,0,1681,NE,CO,7041
1209,1014,3998,0,1573,TN,CO,6700
1210,1014,3504,0,1860,CO,TN,6700
1211,576,2267,0,1016,CO,ND,6700
1212,423,1572,0,1387,CO,NE,6700
1213,472,1832,0,1997,CO,NE,6700
1214,834,3104,0,1134,CA,CO,6700
1215,1491,4751,2034,4385,CO,MD,0A875
1216,602,2300,3289,3896,CO,AZ,0A875
1217,794,2694,2449,3647,CO,TX,0A875
1218,909,3419,542,2703,CO,CA,0A875
1219,602,2180,1082,3283,AZ,CO,0A875
1220,794,3062,444,3716,TX,CO,0A875
1221,1610,6022,2312,3488,NY,CO,6725
1222,1671,6136,12594,4554,CT,CO,6725
1223,1754,6622,22565,4330,MA,CO,6725
1224,1123,3760,7042,4551,CO,MI,6725
1225,804,2751,5294,4227,NV,CO,6725
1226,73,534,0,1667,CO,CO,6003
1227,775,2763,0,1616,CO,TX,6003
1228,872,2932,2198850,0,CO,TN,6200
1229,1558,4498,569,2610,CO,PA,0A050
1230,602,2386,466,3163,CO,AZ,0A050
1231,721,2524,0,2489,CO,TX,0A050
1232,862,3130,80,4196,CA,CO,0A050
1233,1709,6225,250,4330,FL,CO,0A050
1234,602,2236,431,3296,AZ,CO,0A050
1235,1123,4025,922,4451,CO,MI,1260
1236,495,2025,0,1686,CO,OK,7041
1237,679,2576,0,1643,MT,CO,7041
1238,1083,4218,0,1767,AL,CO,6700
1239,911,3481,0,1880,CO,IL,6700
1240,423,1630,0,1111,CO,NE,6700
1241,423,1952,0,1040,NE,CO,6700
1242,775,2933,915,4160,TX,CO,0A875
1243,1476,5733,167,4629,VA,CO,0A875
1244,1476,4687,480,4488,CO,VA,0A875
1245,1290,4234,951,4400,CO,PA,6725
1246,1436,4772,0,3949,CO,NC,6460
1247,794,2848,0,3838,CO,TX,6460
1248,991,3453,0,4765,OR,CO,6460
1249,1436,5555,0,3890,NC,CO,6460
1250,794,3121,0,3981,TX,CO,6460
1251,1123,3850,0,4466,CO,MI,6830
1252,1703,5620,0,5775,CO,FL,6830
1253,1703,6147,0,5583,FL,CO,6830
1254,862,3463,0,4792,TX,CO,6830
1255,722,2479,0,1648,CO,TX,6689
1256,627,2363,0,1038,CO,ND,6904
1257,911,3443,0,1158,CO,IL,6085
1258,862,3401,195,3826,CO,CA,0A050
1259,1709,6063,201,4379,CO,FL,0A050
1260,721,2967,0,3286,TX,CO,0A050
1261,701,2635,0,1193,CO,TX,6700
1262,420,1728,0,1346,CO,KS,6700
1263,701,2996,0,1587,TX,CO,6700
1264,1199,4241,3997,4615,CO,GA,0A875
1265,836,3223,1502,4558,CO,WA,0A875
1266,862,3271,175205,9532,CO,CA,0A875
1267,602,2485,1307,3446,CO,AZ,0A875
1268,967,3659,54130,5596,CO,CA,0A875
1269,862,3092,111333,9571,CA,CO,0A875
1270,1015,3524,1841,3896,CO,MI,6725
1271,977,3608,3713,4516,CO,IN,6725
1272,1605,6455,8163,4540,NJ,CO,6725
1273,1015,4131,409,3210,MI,CO,6725
1274,1083,4470,0,1757,AL,CO,6003
1275,1199,4673,0,5027,GA,CO,6460
1276,1154,4007,0,4719,CO,OH,6460
1277,991,3946,0,4577,CO,OR,6460
1278,853,3399,0,4100,CO,CA,6460
1279,1452,5863,0,4038,VA,CO,6460
1280,853,3229,0,4210,CA,CO,6460
1281,862,3283,0,4442,CO,TX,6830
1282,862,3390,0,4446,CO,CA,6830
1283,853,3417,0,4242,CO,CA,6830
1284,641,2853,0,4925,TX,CO,6830
1285,1123,4494,0,4613,MI,CO,6830
1286,862,3247,0,4846,CA,CO,6830
1287,680,2833,0,4690,MN,CO,6830
1288,853,3177,0,4826,CA,CO,6830
1289,722,2883,23,1885,TX,CO,6689
1290,419,1902,0,1099,CO,AZ,6689
1291,419,1718,0,1213,AZ,CO,6689
1292,1024,4826,1673,4548,CO,WA,6031
1293,1024,3962,3374,4472,WA,CO,6031
1294,391,1760,0,1104,WY,CO,6904
1295,391,1747,0,1155,CO,WY,6904
1296,602,2559,0,4970,CO,AZ,0A050
1297,602,2431,5603,5219,AZ,CO,0A050
1298,1184,4547,3000,4272,GA,CO,1260
1299,1184,4007,4997,4155,CO,GA,1260
1300,1123,4654,934,4616,MI,CO,1260
1301,120,789,0,1101,CO,CO,7041
1302,120,926,0,1074,CO,CO,7041
1303,524,2238,0,1377,MT,CO,6700
1304,809,3280,0,1822,CO,TX,6700
1305,649,2948,0,1409,CO,ID,6700
1306,649,2890,0,2140,CO,ID,6700
1307,844,3476,0,1635,CO,CA,6700
1308,594,2703,0,1231,CO,MT,6700
1309,594,2564,0,1230,MT,CO,6700
1310,809,3398,0,1821,TX,CO,6700
1311,573,2541,0,1002,ND,CO,6700
1312,3365,11911,64061,9692,CO,HI,0A875
1313,836,3191,694,4629,WA,CO,0A875
1314,3365,10842,344222,10120,HI,CO,0A875
1315,862,3393,314830,6022,TX,CO,0A875
1316,420,2096,639,3015,KS,CO,0A875
1317,977,4153,345,5095,IN,CO,0A875
1318,1024,3799,1139,4659,WA,CO,0A875
1319,1610,5545,7094,4156,CO,NY,6725
1320,909,3823,7290,4468,CO,CA,6725
1321,1558,6396,5114,4114,PA,CO,6725
1322,1506,5951,1784,4158,FL,CO,6725
1323,1014,3833,0,1973,CO,TN,6003
1324,775,3286,0,6530,TX,CO,6460
1325,1201,5062,0,5709,OH,CO,6460
1326,1337,5512,0,4265,NC,CO,6460
1327,1154,4752,0,4684,OH,CO,6460
1328,1520,5492,0,4166,CO,FL,6460
1329,551,2451,0,3970,CO,AZ,6460
1330,1199,4443,0,4906,CO,GA,6460
1331,1199,4502,0,4042,CO,GA,6460
1332,775,3036,0,5791,CO,TX,6460
1333,1201,4413,0,6024,CO,OH,6460
1334,1337,4776,0,4238,CO,NC,6460
1335,641,2603,0,4019,CO,TX,6460
1336,1452,5053,0,4253,CO,VA,6460
1337,628,2644,0,5830,CO,NV,6460
1338,1620,6007,0,5262,CO,NY,6460
1339,872,3318,0,6427,CO,TN,6460
1340,1709,6033,0,4884,CO,FL,6460
1341,1062,4009,0,5282,CO,LA,6460
1342,472,1901,0,5107,CO,NE,6460
1343,991,4091,0,6484,CO,OR,6460
1344,1558,5439,0,4952,CO,PA,6460
1345,1558,5487,0,4247,CO,PA,6460
1346,1290,4699,0,4881,CO,PA,6460
1347,853,3459,0,5035,CO,CA,6460
1348,1024,4380,0,6608,CO,WA,6460
1349,391,1925,0,6379,CO,UT,6460
1350,770,2897,0,5959,CO,MO,6460
1351,1506,5537,0,4193,CO,FL,6460
1352,641,2955,0,4219,TX,CO,6460
1353,628,2507,0,6328,NV,CO,6460
1354,1620,6495,0,5148,NY,CO,6460
1355,1520,5973,0,4243,FL,CO,6460
1356,872,3779,0,6482,TN,CO,6460
1357,1709,6635,0,4934,FL,CO,6460
1358,1062,4362,0,5291,LA,CO,6460
1359,472,2257,0,4940,NE,CO,6460
1360,991,3634,0,6037,OR,CO,6460
1361,1558,6518,0,5089,PA,CO,6460
1362,1558,6384,0,4107,PA,CO,6460
1363,551,2338,0,4175,AZ,CO,6460
1364,1290,5329,0,4543,PA,CO,6460
1365,853,3337,0,6308,CA,CO,6460
1366,1024,3723,0,6262,WA,CO,6460
1367,391,1701,0,6107,UT,CO,6460
1368,770,3368,0,6556,MO,CO,6460
1369,1506,5890,0,4031,FL,CO,6460
1370,641,2597,0,4029,CO,TX,6830
1371,862,3529,0,3682,CO,CA,6830
1372,680,2775,0,4741,CO,MN,6830
1373,862,3312,0,3987,CA,CO,6830
1374,1024,4398,923,4766,CO,WA,6031
1375,1024,3650,14054,4770,WA,CO,6031
1376,1048,3906,0,1222,CO,AL,6904
1377,1048,4404,0,1273,AL,CO,6904
1378,1558,6581,1686,5483,PA,CO,0A050
1379,455,2101,0,1950,MT,CO,6700
1380,455,2194,0,1922,CO,MT,6700
1381,524,2622,0,1379,CO,MT,6700
1382,916,4164,0,1809,CO,CA,6700
1383,420,2205,0,1101,KS,CO,6700
1384,911,4188,0,2193,IL,CO,6700
1385,916,3814,0,1889,CA,CO,6700
1386,420,1792,14,3211,CO,KS,0A875
1387,1620,6119,186,4354,CO,NY,0A875
1388,1546,5856,242,4866,CO,FL,0A875
1389,602,2664,2019,4038,CO,AZ,0A875
1390,602,2509,697,4094,AZ,CO,0A875
1391,909,3512,0,4744,CA,CO,0A875
1392,1123,4149,3239,3996,CO,MI,6725
1393,1199,5120,0,4458,GA,CO,6460
1394,853,3613,0,6614,CO,CA,6460
1395,391,1925,0,5280,CO,UT,6460
1396,853,3454,0,5327,CA,CO,6460
1397,391,1842,0,5338,UT,CO,6460
1398,1024,3976,0,1394,CO,KY,6904
1399,1024,4641,0,1343,KY,CO,6904
1400,1024,3752,1946318,0,CO,KY,6910
1401,1626,6327,0,5404,CO,NY,6673
1402,1626,7221,0,5414,NY,CO,6673
1403,391,2551,1599,4522,CO,UT,1260
1404,391,2141,11066,5168,UT,CO,1260
1405,775,3619,0,1961,TX,CO,7041
1406,1069,4274,0,1743,CO,KY,6700
1407,1754,7568,2301,4612,MA,CO,0A875
1408,1201,5335,477,5316,OH,CO,0A875
1409,846,3742,214,3890,CO,CA,0A875
1410,775,3350,2890,5118,CO,TX,6725
1411,1754,6571,5419,5247,CO,MA,6725
1412,651,2917,5345,5184,CO,TX,6725
1413,819,3534,4652,4319,CA,CO,6725
1414,1558,6949,17855,5312,PA,CO,6725
1415,804,3246,7127,4049,NV,CO,6725
1416,1083,4255,0,1891,CO,AL,6003
1417,896,3685,0,4642,CO,WI,6460
1418,896,4061,0,4263,WI,CO,6460
1419,1024,4330,2592196,0,KY,CO,6910
1420,483,2289,0,1445,CO,SD,6700
1421,834,3752,0,2034,CA,CO,6700
1422,1199,5490,530,5265,GA,CO,0A875
1423,472,2419,1118,3938,NE,CO,0A875
1424,1199,4851,1325,5318,CO,GA,6725
1425,896,4203,7280,5196,WI,CO,6725
1426,639,2857,3555,4278,AZ,CO,6725
1427,977,4588,0,2209,IN,CO,6003
1428,533,2324,0,5468,CO,MO,6460
1429,533,2783,0,5574,MO,CO,6460
1430,872,3891,2861762,0,TN,CO,6200
1431,771,3300,0,1458,CO,AR,6904
1432,627,3040,0,1207,ND,CO,6904
1433,641,2913,1286,4423,CO,TX,0A050
1434,639,3246,0,1613,AZ,CO,6700
1435,896,3709,320,3904,CO,WI,0A875
1436,888,3949,9985,4826,CO,IL,0A875
1437,641,3322,936,5667,TX,CO,0A875
1438,1703,6824,6857,5383,CO,FL,6725
1439,1123,5390,0,5791,MI,CO,6460
1440,423,1937,0,1381,CO,NE,6904
1441,1123,4811,4926,5660,CO,MI,1260
1442,300,1604,0,1473,CO,SD,6700
1443,1015,5301,0,2369,MI,CO,6700
1444,641,2946,3690,4739,CO,TX,0A875
1445,641,3109,2474,3967,CO,TX,0A875
1446,1620,7373,248,4905,NY,CO,0A875
1447,896,4290,235,3980,WI,CO,0A875
1448,853,3969,598,5720,CA,CO,0A875
1449,846,3872,12,4076,CA,CO,0A875
1450,1014,4254,5383,5859,CO,TN,6725
1451,1558,6310,7416,5678,CO,PA,6725
1452,1123,5525,3868,4406,MI,CO,6725
1453,836,3672,2922,4586,WA,CO,6725
1454,1452,7042,5450,5159,VA,CO,6725
1455,991,4266,7865,5689,OR,CO,6725
1456,1123,4799,0,5851,CO,MI,6460
1457,977,4147,2576162,0,CO,IN,6200
1458,977,4601,3056879,0,IN,CO,6200
1459,349,2001,0,1561,NM,CO,6904
1460,349,1957,0,1694,CO,NM,6904
1461,563,2866,0,1456,CO,TX,6904
1462,1199,5287,2003,6096,CO,GA,1260
1463,1085,5509,0,2229,OH,CO,7041
1464,911,4377,0,1487,CO,IL,6700
1465,563,2803,0,1519,CO,TX,6700
