FLIGHT_NUMBER,DISTANCE,AIR_TIME,FREIGHT,PASSENGERS,ORIGIN_STATE_ABR,DEST_STATE_ABR,UNIQUE_CARRIER_ENTITY
1466,483,2809,0,1546,SD,CO,6700
1467,616,3403,0,1418,AR,CO,6700
1468,1201,5082,3509,5509,CO,OH,0A875
1469,1605,7881,2797,4873,NJ,CO,0A875
1470,967,4701,20632,4411,CO,CA,6725
1471,809,3992,0,2188,CO,TX,6003
1472,563,3266,0,1612,TX,CO,6904
1473,1024,4967,2547707,0,KY,CO,6910
1474,1199,5956,14700,6261,GA,CO,1260
1475,1626,7326,3415,4559,CO,NY,1260
1476,1626,7978,7666,4346,NY,CO,1260
1477,300,1800,0,2012,SD,CO,7041
1478,563,3194,0,1585,TX,CO,6700
1479,1491,7529,963,6129,MD,CO,0A875
1480,641,3206,5066,5611,CO,TX,0A875
1481,1015,4362,189,4159,CO,MI,0A875
1482,1546,6991,854,5164,CO,FL,0A875
1483,472,2287,758,4461,CO,NE,0A875
1484,1605,8153,1118,5570,NJ,CO,0A875
1485,888,4641,1549,5281,IL,CO,0A875
1486,649,3063,917,4737,ID,CO,6725
1487,1154,5026,13681,4958,CO,OH,6725
1488,1546,6880,4064,4990,CO,FL,6725
1489,1506,6723,3250,4886,CO,FL,6725
1490,1546,7622,6723,6252,FL,CO,6725
1491,752,4278,0,1478,IL,CO,6904
1492,516,3004,0,1568,ND,CO,6700
1493,516,2811,0,1382,CO,ND,6700
1494,967,4479,6000,4290,CA,CO,0A875
1495,1620,7112,7039,5135,CO,NY,6725
1496,804,4316,5181,4814,CO,NV,6725
1497,1024,5144,4141,3939,CO,WA,6031
1498,423,2725,0,1542,NE,CO,6904
1499,991,5396,9331,5182,CO,OR,6725
1500,1024,4405,1856,4029,WA,CO,6031
1501,649,3552,7185,4784,CO,ID,6725
1502,589,3403,610,4248,IA,CO,0A875
1503,589,2895,3569,4415,CO,IA,0A875
1504,862,4438,9102,5580,CA,CO,0A875
1505,639,3713,0,2804,AZ,CO,6700
1506,296,2829,0,382,CO,WY,6932
1507,853,4503,441,4638,CO,CA,0A875
1508,649,3576,0,2826,ID,CO,6700
1509,300,2083,0,1453,SD,CO,6700
1510,853,4332,1089,4750,CA,CO,0A875
1511,692,4110,210,3950,IA,CO,0A875
1512,692,3565,92,3976,CO,IA,0A875
1513,406,2592,620,4739,CO,WY,0A875
1514,862,4846,3087,5843,CO,CA,0A875
1515,641,3797,1674,5009,TX,CO,0A875
1516,752,3951,39,4051,MT,CO,0A875
1517,628,3363,3863,6430,NV,CO,6725
1518,770,4588,8682,6641,MO,CO,6725
1519,296,2686,0,351,WY,CO,6932
1520,391,2212,7710,4557,UT,CO,1260
1521,850,5414,0,2660,CO,CA,6700
1522,495,2994,0,2630,CO,OK,6700
1523,300,2009,0,2448,CO,SD,6700
1524,391,2740,0,1887,CO,UT,6700
1525,495,3436,0,2797,OK,CO,6700
1526,752,4457,2812,4866,CO,MT,0A875
1527,909,5170,2061,6536,CO,CA,0A875
1528,1491,8474,15999,4751,MD,CO,6725
1529,1024,5265,23466,5983,WA,CO,6725
1530,1024,6356,0,4337,CO,WA,1260
1531,391,2603,1083,4489,CO,UT,1260
1532,872,4925,0,3017,CO,TN,6700
1533,406,2561,83,5042,WY,CO,0A875
1534,1436,8507,1556,6246,NC,CO,0A875
1535,1024,5475,1512,4378,WA,CO,1260
1536,1199,6287,0,2565,CO,GA,7041
1537,1123,6100,2266,6246,CO,MI,0A875
1538,1546,8249,1511,7006,CO,FL,0A875
1539,853,5018,1178,7196,CO,CA,0A875
1540,680,4269,482,5065,MN,CO,0A875
1541,896,4878,7872,7402,CO,WI,6725
1542,853,5015,6124,7077,CO,CA,6725
1543,770,4458,0,3004,CO,MO,7041
1544,637,4479,0,1747,MO,CO,6700
1545,1436,7661,5090,6406,CO,NC,0A875
1546,888,5191,0,9407,CO,IL,6460
1547,888,5849,0,9732,IL,CO,6460
1548,589,3533,0,3249,CO,IA,6700
1549,948,6365,0,3110,CO,CA,6700
1550,948,5930,0,3231,CA,CO,6700
1551,1754,9732,18225,7491,CO,MA,0A875
1552,888,5501,15937,7767,CO,IL,0A875
1553,1123,7248,418,6859,MI,CO,0A875
1554,826,5438,446,5284,WI,CO,0A875
1555,770,5405,0,2129,MO,CO,6904
1556,289,2986,0,381,NM,CO,6932
1557,1620,10397,1727,6261,NY,CO,1260
1558,679,4337,0,1757,MT,CO,6700
1559,898,5455,0,2847,OR,CO,6700
1560,1605,9090,9437,6450,CO,NJ,0A875
1561,826,4606,169,5287,CO,WI,0A875
1562,1558,8590,4324,6895,CO,PA,0A875
1563,1605,10185,6677,7486,NJ,CO,0A875
1564,1546,9479,6438,6692,FL,CO,0A875
1565,862,5473,27946,7485,CO,CA,6725
1566,862,5135,40569,7583,CA,CO,6725
1567,977,5581,0,3090,CO,IN,6003
1568,289,3048,0,385,CO,NM,6932
1569,1626,9503,7102,7288,CO,NY,1260
1570,1123,7205,3605,7061,MI,CO,1260
1571,1626,10873,16456,7342,NY,CO,1260
1572,541,3611,0,2134,CO,OK,6700
1573,1201,7950,482,7395,OH,CO,0A875
1574,1605,9213,10665,7386,CO,NJ,0A875
1575,1290,8556,3298,6423,PA,CO,6725
1576,1123,6802,2608,7029,CO,MI,1260
1577,1620,9185,729,6666,CO,NY,1260
1578,775,4926,0,3165,CO,TX,7041
1579,406,3124,0,2769,CO,WY,7041
1580,406,2945,0,2522,WY,CO,7041
1581,845,5865,0,1877,CA,CO,6700
1582,679,4972,0,2083,CO,MT,6700
1583,898,6580,0,2747,CO,OR,6700
1584,1546,10051,1648,7447,FL,CO,0A875
1585,991,6059,4512,7755,OR,CO,0A875
1586,1605,10533,21866,6315,NJ,CO,6725
1587,809,5675,0,2193,TX,CO,6085
1588,385,2797,0,2024,CO,SD,6081
1589,250,2154,0,2016,CO,CO,6700
1590,250,2153,0,1892,CO,CO,6700
1591,1013,7058,0,2878,IL,CO,6700
1592,2405,14069,52536,5427,AK,CO,0A875
1593,957,5912,17156,7861,CA,CO,6725
1594,385,3189,0,1858,SD,CO,6081
1595,1013,6734,0,2245,CO,IL,6700
1596,391,3053,0,1912,UT,CO,6700
1597,909,6141,0,3307,CA,CO,6700
1598,1452,10486,7460,6809,VA,CO,6725
1599,383,3602,0,730,CO,KS,6932
1600,383,4252,0,758,KS,CO,6932
1601,298,2270,0,828,CO,KS,6700
1602,573,4231,0,1949,CO,ND,6700
1603,113,1213,0,1185,CO,WY,6700
1604,637,4367,0,1975,CO,MO,6700
1605,298,2687,0,787,KS,CO,6700
1606,628,4519,2650,7204,CO,NV,0A875
1607,853,5738,759,7769,CA,CO,0A875
1608,1014,7428,30930,8402,TN,CO,6725
1609,541,4177,4387,6899,OK,CO,6725
1610,488,3710,0,1759,CO,ND,6904
1611,488,3868,0,1671,ND,CO,6904
1612,180,2516,0,348,NE,CO,1177
1613,221,3117,0,321,NE,CO,1177
1614,277,3385,0,385,CO,CO,1177
1615,180,2471,0,312,CO,NE,1177
1616,221,2778,0,346,CO,NE,1177
1617,218,2760,0,250,CO,NE,1177
1618,259,3116,0,345,CO,UT,1177
1619,218,3291,0,242,NE,CO,1177
1620,259,2947,0,356,UT,CO,1177
1621,1085,6560,0,3095,CO,OH,7041
1622,113,1430,0,1249,WY,CO,6700
1623,771,6183,0,2314,AR,CO,6700
1624,2405,16036,7890,7770,CO,AK,0A875
1625,73,916,0,3288,CO,CO,6003
1626,359,3045,0,2218,TX,CO,6904
1627,359,2716,0,2043,CO,TX,6904
1628,834,6868,0,2274,CO,CA,6700
1629,909,7312,0,3739,CO,CA,6700
1630,991,7195,3000,8320,CO,OR,0A875
1631,862,6507,10033,8865,TX,CO,0A875
1632,1199,9041,22635,7356,GA,CO,6725
1633,836,6272,10330,6379,CO,WA,6725
1634,1062,6774,2684,6864,CO,LA,6725
1635,602,4600,0,7563,CO,AZ,6460
1636,602,4381,0,7396,AZ,CO,6460
1637,277,3411,0,377,CO,CO,1177
1638,1199,7994,9093,9463,CO,GA,1260
1639,196,2166,0,3151,CO,CO,7041
1640,196,2063,0,2931,CO,CO,7041
1641,604,4701,0,1957,CO,ND,6700
1642,604,4775,0,1836,ND,CO,6700
1643,804,6040,991,6807,CO,NV,0A875
1644,862,6043,7774,8408,CA,CO,0A875
1645,804,5577,509,7154,NV,CO,0A875
1646,1436,10804,18724,7434,NC,CO,6725
1647,1199,9266,18819,10174,GA,CO,1260
1648,845,7022,0,1970,CO,CA,6700
1649,313,2687,0,2215,CO,WY,6700
1650,771,5774,0,2485,CO,AR,6700
1651,260,2319,0,1516,CO,WY,6700
1652,313,2938,0,2138,WY,CO,6700
1653,911,7256,0,2455,IL,CO,6700
1654,260,2378,0,1440,WY,CO,6700
1655,411,3772,0,2470,UT,CO,6700
1656,524,3842,66,6757,MT,CO,0A875
1657,524,4221,5161,7746,CO,MT,0A875
1658,862,6596,2767,8156,CO,CA,0A875
1659,628,4752,655,9127,NV,CO,0A875
1660,819,6538,21072,7547,CO,CA,6725
1661,1436,9538,19984,7652,CO,NC,6725
1662,1506,10040,6138,8998,CO,FL,6725
1663,1062,7837,22565,7596,LA,CO,6725
1664,846,6518,0,8093,CO,CA,6460
1665,846,6116,0,9464,CA,CO,6460
1666,456,3666,0,2258,CO,TX,6904
1667,456,3870,0,2259,TX,CO,6904
1668,679,5439,0,2414,MT,CO,6904
1669,283,3997,0,264,UT,CO,1177
1670,283,4173,0,247,CO,UT,1177
1671,411,4465,0,2603,CO,UT,6700
1672,862,6697,468,8385,CO,TX,0A875
1673,1754,12057,26489,7873,CO,MA,6725
1674,639,5020,10150,6700,CO,AZ,6725
1675,680,5574,0,7902,MN,CO,6460
1676,888,6522,0,9398,CO,IL,6830
1677,230,2361,0,2116,WY,CO,6904
1678,679,5874,0,2581,CO,MT,6904
1679,1754,13613,0,7738,MA,CO,6673
1680,1754,11857,0,7713,CO,MA,6673
1681,391,3714,574,5771,CO,UT,1260
1682,391,3375,14660,5631,UT,CO,1260
1683,533,4895,0,3687,MO,CO,7041
1684,73,1004,0,3772,CO,CO,6700
1685,391,3693,0,4104,CO,UT,6700
1686,737,5698,0,2578,CA,CO,6700
1687,391,3388,0,3746,UT,CO,6700
1688,991,7920,4198,6906,CO,OR,0A875
1689,628,4893,388,8272,NV,CO,0A875
1690,770,5427,11838,9769,CO,MO,6725
1691,541,4043,12709,7503,CO,OK,6725
1692,680,5231,0,8258,CO,MN,6460
1693,230,2394,0,2362,CO,WY,6904
1694,770,5745,0,2640,CO,MO,6904
1695,1709,12315,2772,8248,CO,FL,0A050
1696,1558,12329,1876,8000,PA,CO,0A050
1697,852,6675,0,2554,WA,CO,6700
1698,517,4484,0,2615,UT,CO,6700
1699,455,3867,1582,5383,MT,CO,0A875
1700,455,3876,6867,6189,CO,MT,0A875
1701,888,7626,3784,9954,IL,CO,0A875
1702,1069,8838,0,9470,KY,CO,6460
1703,862,6792,0,11739,CO,TX,6460
1704,1546,10955,0,12093,CO,FL,6460
1705,862,6953,0,12625,TX,CO,6460
1706,862,6554,0,9957,CA,CO,6460
1707,628,5165,0,9401,CO,NV,6830
1708,888,7349,0,9995,IL,CO,6830
1709,576,4929,0,2200,CO,ND,6904
1710,576,5029,0,2374,ND,CO,6904
1711,602,5169,2826,8320,CO,AZ,0A050
1712,1709,13558,7877,7971,FL,CO,0A050
1713,602,4832,646,8619,AZ,CO,0A050
1714,737,6194,0,1761,CO,CA,6700
1715,563,4997,0,2436,CO,TX,6700
1716,852,7736,0,2397,CO,WA,6700
1717,517,4689,0,2645,CO,UT,6700
1718,353,3230,0,3386,CO,AZ,6700
1719,563,5191,0,2410,TX,CO,6700
1720,438,4171,0,3171,CO,AZ,6700
1721,353,3055,0,3310,AZ,CO,6700
1722,438,3649,0,3196,AZ,CO,6700
1723,1754,13970,4761,10011,MA,CO,0A875
1724,628,5305,821,9290,CO,NV,0A875
1725,1069,7943,0,9170,CO,KY,6460
1726,628,5335,0,9390,CO,NV,6460
1727,862,7043,0,10202,CO,CA,6460
1728,967,7989,0,10040,CO,CA,6460
1729,628,5034,0,9769,NV,CO,6460
1730,1546,12267,0,13187,FL,CO,6460
1731,967,7191,0,10251,CA,CO,6460
1732,628,4960,0,9627,NV,CO,6830
1733,303,2838,0,2567,CO,NM,6904
1734,303,3216,0,2625,NM,CO,6904
1735,1558,11634,425,10642,CO,PA,0A050
1736,1154,9927,33657,8200,OH,CO,6725
1737,957,7871,10426,7814,CO,CA,6725
1738,1024,9049,47936,7995,CO,WA,6725
1739,770,6969,0,3905,MO,CO,7041
1740,1754,14982,45759,8179,MA,CO,6725
1741,230,2370,0,3039,CO,WY,7041
1742,639,6016,0,2909,CO,AZ,6700
1743,230,2471,0,3257,WY,CO,7041
1744,1506,12493,21268,10585,FL,CO,6725
1745,212,2624,0,2600,CO,CO,6904
1746,1620,14488,1025,10685,NY,CO,0A875
1747,212,2481,0,2586,CO,CO,6904
1748,1605,12718,24015,9640,CO,NJ,0A875
1749,624,6097,0,2787,CO,MT,6700
1750,624,5628,0,2393,MT,CO,6700
1751,1452,11072,5354,10852,CO,VA,0A875
1752,991,8050,2863,7912,OR,CO,0A875
1753,862,7957,4503,10280,TX,CO,0A875
1754,602,5257,20291,10749,AZ,CO,6725
1755,844,8099,0,2710,CO,CA,6700
1756,212,2572,0,2496,CO,CO,6700
1757,212,2788,0,2345,CO,CO,6700
1758,967,9054,4010,8437,CO,CA,0A875
1759,680,6334,3928,8081,CO,MN,0A875
1760,967,8327,10734,9050,CA,CO,0A875
1761,1605,13226,21837,8701,CO,NJ,6725
1762,602,6031,4411,9871,CO,AZ,6725
1763,896,7858,10688,9408,CO,WI,6725
1764,1754,15000,12356,11333,CO,MA,0A875
1765,300,3392,0,3000,CO,SD,6904
1766,516,5576,0,2544,ND,CO,6904
1767,883,8960,35022,9909,TX,CO,6725
1768,853,8008,13999,11877,CA,CO,6725
1769,516,5351,0,2893,CO,ND,6904
1770,957,9572,35520,9705,CO,CA,6725
1771,495,5525,5058,8844,OK,CO,6725
1772,391,4368,0,4391,UT,CO,6003
1773,1452,12594,39030,10120,CO,VA,6725
1774,300,3922,0,2700,SD,CO,6904
1775,495,5183,12305,8432,CO,OK,6725
1776,991,10619,24442,12212,CO,OR,6725
1777,794,8363,5589,10296,TX,CO,6725
1778,1024,11073,55543,12180,CO,WA,6725
1779,627,7266,0,2362,ND,CO,6700
1780,1620,14968,440,11953,CO,NY,0A875
1781,179,4024,0,530,CO,CO,1177
1782,109,2369,0,236,CO,CO,6932
1783,109,2327,0,231,CO,CO,6932
1784,179,3711,0,506,CO,CO,1177
1785,991,9848,40512,10611,OR,CO,6725
1786,896,9992,10486,10537,WI,CO,6725
1787,349,4293,9139,10387,NM,CO,6725
1788,1024,9909,45174,12319,WA,CO,6031
1789,862,8866,4464,11879,CO,TX,0A875
1790,846,8668,637,11062,CA,CO,0A875
1791,1024,11562,3157,12963,CO,WA,6031
1792,846,9055,1578,10909,CO,CA,0A875
1793,862,9325,3603,12461,CO,CA,0A875
1794,1476,16280,0,13523,VA,CO,6460
1795,1620,18071,277,12628,NY,CO,0A875
1796,967,9493,18223,12784,CA,CO,0A875
1797,888,9497,3553,9842,IL,CO,0A050
1798,627,7132,0,2780,CO,ND,6700
1799,967,10648,6730,12112,CO,CA,0A875
1800,1476,14191,0,13293,CO,VA,6460
1801,883,9045,15791,9579,CO,TX,6725
1802,888,8812,1395,8618,CO,IL,0A050
1803,794,8277,4577,10664,CO,TX,6725
1804,1620,15994,455,13447,CO,NY,0A875
1805,862,9106,37088,13890,CA,CO,0A875
1806,1452,16479,3708,13876,VA,CO,0A875
1807,349,4250,5786,9727,CO,NM,6725
1808,850,10030,5342,10912,CO,CA,6725
1809,977,9585,19869,10509,CO,IN,6725
1810,850,8889,8337,10876,CA,CO,6725
1811,1620,17692,31623,10491,NY,CO,6725
1812,472,5217,13174,11440,CO,NE,6725
1813,472,6169,2474,10802,NE,CO,6725
1814,883,9595,10507,13559,CO,TX,6725
1815,1491,14799,25831,10038,CO,MD,6725
1816,1199,13716,31675,14138,GA,CO,6725
1817,391,5253,0,5933,UT,CO,6700
1818,1605,16083,16135,13156,CO,NJ,0A875
1819,216,3539,0,3831,CO,UT,6700
1820,770,8077,6941,11518,CO,MO,6725
1821,216,3299,0,3801,UT,CO,6700
1822,1546,17827,26897,11793,FL,CO,6725
1823,967,11154,0,9926,CO,CA,1006
1824,967,9940,0,11057,CA,CO,1006
1825,1546,16032,23828,13995,CO,FL,6725
1826,1014,12221,48139,11708,TN,CO,6725
1827,458,6001,0,3407,ID,CO,6700
1828,948,10763,24710,11541,CA,CO,6725
1829,862,10365,1318,9410,CO,CA,0A050
1830,458,6703,0,3526,CO,ID,6700
1831,1491,15411,43786,13200,CO,MD,6725
1832,773,9603,534,5376,TX,CO,6820
1833,674,7657,1560,5087,CO,TX,6689
1834,773,8849,639,5171,CO,TX,6820
1835,862,9784,1832,9969,CA,CO,0A050
1836,674,8082,4,5630,TX,CO,6689
1837,957,10840,25628,11998,CA,CO,6725
1838,73,1873,0,5911,CO,CO,6700
1839,1024,11689,3662,13073,WA,CO,0A875
1840,888,10638,888,12937,CO,IL,0A050
1841,888,11673,9661,13418,IL,CO,0A050
1842,1024,12032,30015,12588,WA,CO,6725
1843,883,11610,31990,15853,TX,CO,6725
1844,1014,12072,18634,12290,CO,TN,6725
1845,967,12980,50293,13038,CO,CA,6725
1846,1199,14467,12117,12813,CO,GA,6725
1847,1024,13301,0,7063,WA,CO,6700
1848,1605,22180,10513,15891,NJ,CO,0A875
1849,1024,15747,0,7262,CO,WA,6700
1850,844,11619,0,4373,CA,CO,6700
1851,967,13480,2803,13560,CO,CA,0A875
1852,770,11527,25486,13754,MO,CO,6725
1853,977,14127,45989,13816,IN,CO,6725
1854,1024,15044,8100,14717,CO,WA,0A875
1855,853,11640,23249,13849,CA,CO,6725
1856,775,10558,8150,13592,CO,TX,6725
1857,948,14127,6591,13584,CO,CA,6725
1858,391,7066,0,7633,CO,UT,6700
1859,775,11719,17680,14803,TX,CO,6725
1860,250,5054,0,6090,CO,CO,7041
1861,250,5265,0,6129,CO,CO,7041
1862,909,14503,15210,14048,CO,CA,6725
1863,895,14549,50091,15001,IL,CO,6725
1864,967,13709,31358,15815,CA,CO,0A875
1865,909,13545,36110,15625,CA,CO,6725
1866,592,9404,0,14255,CO,TX,0A050
1867,592,10210,1,14678,TX,CO,0A050
1868,895,13622,28560,19851,CO,IL,6725
1869,967,14744,36751,16528,CA,CO,6725
1870,1491,26297,43848,19734,MD,CO,6725
1871,73,2532,0,5618,CO,CO,6700
1872,862,15176,19354,18031,TX,CO,0A875
1873,680,11728,33389,17542,CO,MN,6725
1874,853,15410,4682,17304,CO,CA,6725
1875,680,12896,44521,17356,MN,CO,6725
1876,73,2356,0,5616,CO,CO,6700
1877,1452,27351,5492,21180,VA,CO,0A875
1878,862,15907,0,9952,CA,CO,6700
1879,862,16874,0,9644,CO,CA,6700
1880,846,16501,9744,18123,CO,CA,6725
1881,846,15598,18667,18540,CA,CO,6725
1882,1199,22729,18075,21790,GA,CO,1260
1883,391,9051,92042,18725,CO,UT,6725
1884,895,16115,29343,18170,CO,IL,6725
1885,1199,21350,14547,21215,CO,GA,1260
1886,1452,24609,28347,22682,CO,VA,0A875
1887,680,13496,8777,22113,CO,MN,1260
1888,680,14719,27440,22892,MN,CO,1260
1889,895,19112,62523,24270,IL,CO,6725
1890,651,13469,35007,18575,CO,TX,6725
1891,391,9154,57317,20414,UT,CO,6725
1892,651,15355,45317,21532,TX,CO,6725
1893,862,18641,12202,21654,CO,TX,0A875
1894,862,18811,142094,23055,CA,CO,6725
1895,862,20327,55050,23511,CO,CA,6725
1896,125,5119,0,7698,CO,CO,6700
1897,125,4771,0,9173,CO,CO,6700
1898,533,14790,26103,24267,MO,CO,6725
1899,1337,32669,10717,30654,NC,CO,0A050
1900,1337,28726,4059,30124,CO,NC,0A050
1901,533,13269,22029,24681,CO,MO,6725
1902,602,17990,39128,27616,CO,AZ,6725
1903,602,17082,47129,27878,AZ,CO,6725
1904,628,17909,36027,28061,NV,CO,6725
1905,888,27055,40711,33287,IL,CO,0A875
1906,641,20059,6733,37440,CO,TX,0A050
1907,888,26103,66501,34857,CO,IL,0A875
1908,628,22502,28035,31619,CO,NV,6725
1909,641,24413,24641,43885,TX,CO,0A050
