UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,FREIGHT
0A875,10529,10140,688
0A875,10849,11042,0
0A875,11292,14869,1529
0A875,11292,11292,324
0A875,11292,13930,575
0A875,11292,11292,837
0A875,11292,10194,262
0A875,11292,11292,684
0A875,11292,11292,17245
0A875,11775,13367,171
0A875,11884,13495,413
0A875,14570,14869,72
0A875,14771,11292,196833
0A875,15304,13198,916
6003,10140,15919,0
6003,11292,11292,0
6003,11292,11292,0
6003,11292,11292,0
6003,13198,11292,0
6460,11109,11292,0
6200,10194,11292,738980
6200,11292,11057,620058
6200,13244,11775,1402901
7041,10397,11775,0
7041,11292,11884,0
7041,11292,13198,0
6700,10372,13851,0
6700,11267,14122,0
6700,11292,14679,0
6700,11292,14683,0
6700,11298,11292,0
6700,11638,11042,0
6700,14107,11423,0
6700,14683,11292,0
0A875,10423,11109,1573
0A875,11057,11292,851
0A875,11292,12278,822
0A875,11292,11292,164
0A875,11292,10140,12
0A875,11292,15016,370
0A875,11292,10372,1076
0A875,11292,11292,64
0A875,11292,11697,918
0A875,11292,13487,311
0A875,11292,13891,1695
0A875,11775,14057,252
6725,11292,14747,14047
6460,11292,14831,0
6460,11423,15304,0
6460,13930,11292,0
1260,13487,11292,3649
7041,11292,11292,0
6700,10713,11292,0
6700,11292,11292,0
6700,11292,11292,0
6700,14869,11292,0
0A875,10397,10529,348
0A875,11292,14570,182
0A875,11292,14730,1835
0A875,11292,14869,211
0A875,11292,13198,2737
0A875,11292,11413,559
0A875,11292,11413,623
0A875,11292,11193,235
0A875,11986,11292,38
0A875,13198,11292,899
0A875,13891,14771,179
0A875,14100,11292,2057
0A875,14122,11292,85
0A875,15016,11292,1033
0A875,15304,11292,371
6725,11292,10529,6073
6725,11292,13871,6063
6725,11292,14524,3689
6725,11292,14689,6210
6003,11292,14771,0
6299,10140,11292,35966
6299,11711,11292,21747
7041,11292,11292,0
7041,12094,11292,0
7041,14783,11292,0
6700,10372,11292,0
6700,10423,11292,0
6700,11447,11292,0
6700,12992,11292,0
6700,13029,11066,0
0A875,11292,12953,118
0A875,11292,11066,1536
0A875,11292,11292,262
0A875,11292,10627,70
0A875,11292,11413,17922
0A875,11697,13244,1186
0A875,13487,11413,102
0A875,13495,11122,738
0A875,13871,11109,171
0A875,14057,14570,848
0A875,14524,12094,116
0A875,14683,13871,1894
0A875,14689,14457,31
6725,11042,11292,7027
6725,11292,11292,21316
6725,11292,11292,1479
6003,11292,11292,0
6460,10627,10140,0
6460,11292,11298,0
6200,10140,11638,35960
6200,11109,14107,576847
6200,11711,11292,21715
6200,12094,11292,11749
6200,13244,11292,824702
6910,11292,11292,552896
7041,11292,10372,0
7041,11292,11292,0
7041,11292,10713,0
6700,10140,12441,0
6700,10397,11292,0
6700,10800,11292,0
6700,11193,11292,0
6700,11292,11292,0
6700,11292,11292,0
6700,11292,11292,0
6700,11292,10713,0
6700,11775,10994,0
6700,13198,11292,0
6700,13264,11292,0
6700,14698,11292,0
6700,14771,11292,0
0A875,10713,11292,660
0A875,11292,15412,3280
0A875,11292,11292,507
0A875,13851,13502,488
0A875,13851,12266,703
0A875,14100,11292,797
0A875,14107,11193,574
0A875,14771,14783,129167
6725,10994,11292,279
6725,11292,11292,3097
6725,11292,14698,745
6725,11433,10372,3409
6725,14730,11292,10538
6725,15376,11292,4522
6003,11066,10423,0
6003,13158,10423,0
6904,11292,11298,0
6904,15412,11697,0
6085,12266,12278,0
6085,13502,12758,0
1260,11193,13830,1529
1260,11292,15304,1
7041,11292,11292,0
7041,12278,11292,0
6700,10800,11292,0
6700,11292,11292,0
6700,12266,11292,0
6700,15370,11292,0
0A875,10713,11292,201
0A875,11292,12451,27
0A875,11292,11292,610
0A875,11292,11292,4871
0A875,11292,11292,493
0A875,11292,11292,388
0A875,11292,13158,1252
0A875,11292,11292,5028
0A875,11292,11292,5719
0A875,11697,11775,491
0A875,12278,11292,229
0A875,12441,12094,219
0A875,12758,12266,5865
0A875,13830,10950,1858
0A875,15370,11292,377
6725,10713,13264,2184
6725,11292,11292,3203
6725,12451,11292,996
6725,13891,11292,2376
6725,14831,10397,1103
6003,10423,10713,0
6003,11292,11057,0
6003,14730,14771,0
6003,15370,11292,0
6460,11292,11292,0
6460,11775,11292,0
6200,11122,11292,40688
6085,11109,11292,0
1177,11292,13851,0
7041,11193,14869,0
6700,11292,15016,0
6700,14262,11109,0
0A875,10721,11292,2585
0A875,11057,11292,73
0A875,11292,10140,2093
0A875,11292,11292,3285
0A875,11292,11292,3913
0A875,11292,12266,384
0A875,11298,11292,591
0A875,13487,10599,167
0A875,14893,11775,1068
6725,11259,14262,12170
6725,14893,14814,8631
6003,11292,11292,0
6460,11292,11292,0
6460,11292,11292,0
6460,12889,11292,0
6460,14869,15370,0
6460,15016,11292,0
6299,11413,11292,40799
7041,13244,11292,0
7041,13851,14100,0
6700,10372,14122,0
6700,10693,11292,0
6700,11292,11292,0
6700,11292,12889,0
6700,11292,12339,0
6700,11292,12889,0
6700,11423,11292,0
6700,12389,11292,0
6700,13871,10140,0
6700,14814,13487,0
0A875,11292,11292,92
0A875,14107,13198,1002
0A875,14831,13502,91
6725,10423,11292,5586
6725,11292,10272,5171
6725,11292,10140,1221
6725,11697,11292,6116
6725,11884,13198,1335
6460,11109,13486,0
6460,11292,11292,0
6460,11292,11292,0
6460,12339,10693,0
6460,12889,12389,0
6200,11413,13029,40799
6795,11292,13871,122
6795,13487,11109,816
6904,11292,10821,0
6904,11292,14107,0
6904,13502,14683,0
1177,10140,14893,0
1177,10272,11292,0
1177,10950,11292,0
7041,11292,11292,0
7041,11292,11292,0
7041,13871,11292,0
6700,10693,11433,0
6700,11292,11292,0
6700,11292,11292,0
6700,11292,10423,0
6700,11292,13244,0
6700,12892,14100,0
0A875,11292,14107,2034
0A875,11292,11298,3289
0A875,11292,11292,2449
0A875,11292,11292,542
0A875,14107,11292,1082
0A875,14683,11433,444
6725,10257,13851,2312
6725,10529,11292,12594
6725,10721,11292,22565
6725,11292,13930,7042
6725,14570,13029,5294
6003,11109,11292,0
6003,11292,11292,0
6200,11292,11292,2198850
0A050,11292,11278,569
0A050,11292,14122,466
0A050,11503,14492,0
0A050,12892,14683,80
0A050,13303,11292,250
0A050,14107,11292,431
1260,11292,11292,922
7041,11292,11433,0
7041,13486,11697,0
6700,10599,11292,0
6700,11109,11292,0
6700,11292,11298,0
6700,13029,11637,0
0A875,10423,13930,915
0A875,11278,12892,167
0A875,11292,13303,480
6725,11292,11503,951
6460,11292,11298,0
6460,11292,12278,0
6460,14057,10372,0
6460,14492,10397,0
6460,14683,11884,0
6830,11292,12892,0
6830,11292,14107,0
6830,11697,14771,0
6830,12266,11292,0
6689,13502,11986,0
6904,11292,12339,0
6085,11109,11292,0
0A050,11292,11292,195
0A050,11292,11292,201
0A050,11298,11292,0
6700,10372,11066,0
6700,11292,14057,0
6700,11298,14679,0
0A875,11292,11292,3997
0A875,11292,11292,1502
0A875,11292,12266,175205
0A875,11292,12892,1307
0A875,11292,14679,54130
0A875,12892,11292,111333
6725,11292,11292,1841
6725,11292,11292,3713
6725,11618,11292,8163
6725,11986,11292,409
6003,10599,13502,0
6460,10397,14107,0
6460,11292,13502,0
6460,11292,14747,0
6460,11292,11292,0
6460,12264,11292,0
6460,14679,11097,0
6830,11292,14107,0
6830,11292,11292,0
6830,11292,11109,0
6830,11298,10397,0
6830,11433,11292,0
6830,12892,11503,0
6830,13487,11292,0
6830,14679,11292,0
6689,11298,12266,23
6689,13502,10713,0
6689,14107,10713,0
6031,11292,11638,1673
6031,14747,12156,3374
6904,11097,11292,0
6904,11292,11109,0
0A050,11292,11292,0
0A050,14107,12173,5603
1260,10397,11292,3000
1260,11109,11292,4997
1260,11433,11292,934
7041,11292,11292,0
7041,11503,11292,0
6700,10849,11292,0
6700,11109,10257,0
6700,11292,14893,0
6700,11292,11292,0
6700,11292,11292,0
6700,11292,10693,0
6700,12156,11292,0
6700,12266,11292,0
6700,12519,11292,0
0A875,11292,11292,64061
0A875,11884,13204,694
0A875,12173,14107,344222
0A875,12266,10397,314830
0A875,12278,10397,639
0A875,12339,10423,345
0A875,14747,11042,1139
6725,11292,11057,7094
6725,11292,11298,7290
6725,14100,12264,5114
6725,15304,12889,1784
6003,11292,12953,0
6460,10423,13244,0
6460,11042,13303,0
6460,11057,13495,0
6460,11066,13871,0
6460,11109,14057,0
6460,11109,14100,0
6460,11292,14100,0
6460,11292,14122,0
6460,11292,14679,0
6460,11292,14747,0
6460,11292,14869,0
6460,11292,15016,0
6460,11292,15304,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11109,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11109,0
6460,11292,11292,0
6460,11292,11292,0
6460,11292,11292,0
6460,11298,11292,0
6460,12889,11292,0
6460,12953,11292,0
6460,13204,11298,0
6460,13244,12892,0
6460,13303,13487,0
6460,13495,11292,0
6460,13871,14747,0
6460,14057,11292,0
6460,14100,12217,0
6460,14100,11292,0
6460,14107,11292,0
6460,14122,11292,0
6460,14679,10620,0
6460,14747,10849,0
6460,14869,14689,0
6460,15016,11292,0
6460,15304,11109,0
6830,11292,11292,0
6830,11292,12278,0
6830,11292,12953,0
6830,12892,13204,0
6031,11292,14107,923
6031,14747,11292,14054
6904,11292,11292,0
6904,12217,11433,0
0A050,14100,11292,1686
6700,10620,14679,0
6700,11292,14869,0
6700,11292,11292,0
6700,11292,11292,0
6700,12278,14730,0
6700,13930,11292,0
6700,14689,14730,0
0A875,11292,12478,14
0A875,11292,11292,186
0A875,11292,14869,242
0A875,11292,11292,2019
0A875,14107,11292,697
0A875,14893,11193,0
6725,11292,11292,3239
6460,10397,11292,0
6460,11292,14908,0
6460,11292,10423,0
6460,14679,10721,0
6460,14869,11259,0
6904,11292,11292,0
6904,14730,11292,0
6910,11292,11292,1946318
6673,11292,10599,0
6673,12478,13342,0
1260,11292,11292,1599
1260,14869,11292,11066
7041,10423,11775,0
6700,11292,11109,0
0A875,10721,11292,2301
0A875,11042,11292,477
0A875,11292,10397,214
6725,11292,11292,2890
6725,11292,11292,5419
6725,11292,11292,5345
6725,13891,13198,4652
6725,14100,11292,17855
6725,14570,11292,7127
6003,11292,12992,0
6460,11292,11292,0
6460,13342,11298,0
6910,14730,11292,2592196
6700,11292,13342,0
6700,12892,13930,0
0A875,10397,11292,530
0A875,13871,11697,1118
6725,11292,11292,1325
6725,13342,13029,7280
6725,15376,11433,3555
6003,12339,14457,0
6460,11292,11292,0
6460,13198,11298,0
6200,13244,11298,2861762
6904,11292,11292,0
6904,11637,11292,0
0A050,11292,11292,1286
6700,15376,11292,0
0A875,11292,10693,320
0A875,11292,14100,9985
0A875,11298,11292,936
6725,11292,11292,6857
6460,11433,11292,0
6904,11292,11292,0
1260,11292,11433,4926
6700,11292,12339,0
6700,11986,11292,0
0A875,11292,11292,3690
0A875,11292,10140,2474
0A875,12953,11540,248
0A875,13342,10397,235
0A875,14679,11292,598
0A875,14908,13930,12
6725,11292,13158,5383
6725,11292,11292,7416
6725,11433,11292,3868
6725,11884,11042,2922
6725,12264,11292,5450
6725,14057,14771,7865
6460,11292,12266,0
6200,11292,11292,2576162
6200,12339,11292,3056879
6904,10140,11292,0
6904,11292,12478,0
6904,11292,11292,0
1260,11292,11292,2003
7041,11267,11292,0
6700,11109,11292,0
6700,11292,11298,0
6700,11775,11986,0
6700,15919,13204,0
0A875,11292,13871,3509
0A875,11618,11292,2797
6725,11292,11292,20632
6003,11109,11292,0
6904,11540,11066,0
6910,14730,13204,2547707
1260,10397,15304,14700
1260,11292,11292,3415
1260,12478,11292,7666
7041,14457,11292,0
6700,13158,10627,0
0A875,10821,11292,963
0A875,11292,12953,5066
0A875,11292,14570,189
0A875,11292,14747,854
0A875,11292,11292,758
0A875,11618,14057,1118
0A875,13930,11292,1549
6725,10713,10713,917
6725,11292,11292,13681
6725,11292,11423,4064
6725,11292,11292,3250
6725,13204,11292,6723
6904,13367,14534,0
6700,10627,14679,0
6700,11292,11292,0
0A875,14771,11292,6000
6725,11292,11292,7039
6725,11292,11292,5181
6031,11292,11003,4141
6904,13029,12441,0
6725,11292,12892,9331
6031,14747,11292,1856
6725,11292,11292,7185
0A875,11423,11292,610
0A875,11292,11292,3569
0A875,12892,11292,9102
6700,15376,11292,0
6932,11292,10800,0
0A875,11292,13851,441
6700,10713,14457,0
6700,14457,14869,0
0A875,14679,11292,1089
0A875,11003,11648,210
0A875,11292,14893,92
0A875,11292,11292,620
0A875,11292,11292,3087
0A875,11298,14747,1674
0A875,11648,14869,39
6725,12889,13244,3863
6725,15016,11292,8682
6932,14534,11292,0
1260,14869,11292,7710
6700,11292,10397,0
6700,11292,11433,0
6700,11292,13204,0
6700,11292,14679,0
6700,13851,11292,0
0A875,11292,13342,2812
0A875,11292,14679,2061
6725,10821,15016,15999
6725,14747,11292,23466
1260,11292,14492,0
1260,11292,13930,1083
6700,11292,11292,0
0A875,12441,11423,83
0A875,14492,14831,1556
1260,14747,11292,1512
7041,11292,10721,0
0A875,11292,13930,2266
0A875,11292,11292,1511
0A875,11292,11292,1178
0A875,13487,11292,482
6725,11292,11292,7872
6725,11292,11292,6124
7041,11292,11292,0
6700,14783,11292,0
0A875,11292,11618,5090
6460,11292,13485,0
6460,13930,14100,0
6700,11292,11292,0
6700,11292,11292,0
6700,14831,12892,0
0A875,11292,11292,18225
0A875,11292,12339,15937
0A875,11433,11711,418
0A875,13485,12478,446
6904,15016,11292,0
6932,11711,11292,0
1260,12953,15370,1727
6700,13486,11292,0
6700,14489,11618,0
0A875,11292,11292,9437
0A875,11292,11433,169
0A875,11292,12953,4324
0A875,11618,10423,6677
0A875,13204,12441,6438
6725,11292,11292,27946
6725,12892,11292,40569
6003,11292,13486,0
6932,11292,14489,0
1260,11292,11292,7102
1260,11433,11292,3605
1260,12478,11292,16456
6700,11292,11109,0
0A875,11042,14120,482
0A875,11292,11413,10665
6725,14122,11292,3298
1260,11292,10372,2608
1260,11292,11292,729
7041,11292,11292,0
7041,11292,11292,0
7041,12441,13930,0
6700,10561,11292,0
6700,11292,11292,0
6700,11292,11292,0
0A875,13204,14877,1648
0A875,14057,11292,4512
6725,11618,12255,21866
6085,12266,12519,0
6081,11292,12888,0
6700,11292,14783,0
6700,11413,11292,0
6700,13930,12889,0
0A875,10299,11292,52536
6725,13796,11292,17156
6081,14120,11292,0
6700,10372,11315,0
6700,14869,11292,0
6700,14893,11292,0
6725,12264,11292,7460
6932,11292,11292,0
6932,14877,10221,0
6700,11292,10925,0
6700,11292,13200,0
6700,11292,15582,0
6700,11292,11292,0
6700,12255,11292,0
0A875,11292,11267,2650
0A875,14679,11292,759
6725,10693,11292,30930
6725,15370,10299,4387
6904,11292,11109,0
6904,11315,11292,0
1177,10221,10279,0
1177,10925,12892,0
1177,10950,14893,0
1177,11292,14057,0
1177,11292,11292,0
1177,11292,11292,0
1177,11292,11884,0
1177,13200,13495,0
1177,15582,14107,0
7041,11292,11292,0
6700,12888,10950,0
6700,12992,10397,0
0A875,11292,13502,7890
6003,11292,11292,0
6904,10279,13433,0
6904,11292,11292,0
6700,11109,14570,0
6700,11292,11292,0
0A875,11292,11292,3000
0A875,12266,11292,10033
6725,10397,11292,22635
6725,11292,10561,10330
6725,11292,11865,2684
6460,11292,12992,0
6460,14107,14543,0
1177,11292,11292,0
1260,11292,11109,9093
7041,11292,11292,0
7041,13502,11109,0
6700,11292,11292,0
6700,13433,10849,0
0A875,11292,12892,991
0A875,12892,11292,7774
0A875,14570,13891,509
6725,14492,14492,18724
1260,10397,15304,18819
6700,11292,11292,0
6700,11292,14908,0
6700,11292,11292,0
6700,11292,12896,0
6700,11865,11292,0
6700,13930,11292,0
6700,14543,11292,0
6700,14869,11092,0
0A875,10849,14869,66
0A875,11292,12266,5161
0A875,11292,10721,2767
0A875,12889,15376,655
6725,11292,11292,21072
6725,11292,13930,19984
6725,11292,11292,6138
6725,13495,13486,22565
6460,11292,11292,0
6460,14908,10721,0
6904,11292,14869,0
6904,12896,11292,0
6904,13486,11292,0
1177,11092,11109,0
1177,11292,14869,0
6700,11109,10372,0
0A875,11292,11292,468
6725,11292,14057,26489
6725,11292,11292,10150
6460,13487,15016,0
6830,11292,15370,0
6904,11122,13487,0
6904,11292,11122,0
6673,10721,15016,0
6673,11292,13303,0
1260,11292,11292,574
1260,14869,11292,14660
7041,13198,11292,0
6700,11292,11292,0
6700,11292,10620,0
6700,12892,11292,0
6700,14869,11292,0
0A875,11292,12266,4198
0A875,12889,13204,388
6725,11292,11292,11838
6725,11292,11292,12709
6460,11292,12889,0
6904,11292,11292,0
6904,11292,12389,0
0A050,11292,11292,2772
0A050,14100,14107,1876
6700,14252,11292,0
6700,14794,11292,0
0A875,10620,12892,1582
0A875,11292,11540,6867
0A875,13930,14252,3784
6460,11193,14794,0
6460,11292,14107,0
6460,11292,11292,0
6460,12266,14107,0
6460,12892,11413,0
6830,11292,11921,0
6830,13930,11292,0
6904,11292,12889,0
6904,12389,11193,0
0A050,11292,12889,2826
0A050,13303,12892,7877
0A050,14107,14771,646
6700,10372,11292,0
6700,11292,11292,0
6700,11292,11292,0
6700,11292,11292,0
6700,11413,14674,0
6700,11540,11292,0
6700,11921,14100,0
6700,14107,11292,0
6700,14107,13796,0
0A875,10721,14747,4761
0A875,11292,11292,821
6460,11292,11292,0
6460,11292,11122,0
6460,11292,15376,0
6460,11292,11292,0
6460,12889,11292,0
6460,13204,11292,0
6460,14771,11292,0
6830,12889,11921,0
6904,11292,11618,0
6904,14674,12003,0
0A050,11292,11292,425
6725,11066,12264,33657
6725,11292,11292,10426
6725,11292,11292,47936
7041,15016,11292,0
6725,10721,11638,45759
7041,11292,11921,0
6700,11292,11292,0
7041,11122,14771,0
6725,15304,13487,21268
6904,11921,11292,0
0A875,12953,11618,1025
6904,11292,14107,0
0A875,11292,13342,24015
6700,11292,10721,0
6700,12003,14457,0
0A875,11292,11292,5354
0A875,14057,11292,2863
0A875,12266,11292,4503
6725,14107,10627,20291
6700,11292,13796,0
6700,11292,11292,0
6700,11921,11292,0
0A875,11292,12264,4010
0A875,11292,11292,3928
0A875,14771,13851,10734
6725,11292,14057,21837
6725,11292,11292,4411
6725,11292,14747,10688
0A875,11292,11292,12356
6904,11292,12953,0
6904,10627,11292,0
6725,12191,14288,35022
6725,14679,11292,13999
6904,11292,10272,0
6725,11292,11292,35520
6725,13851,11292,5058
6003,14869,11292,0
6725,11292,11292,39030
6904,14457,12266,0
6725,11292,11292,12305
6725,11292,14747,24442
6725,14683,14908,5589
6725,11292,12892,55543
6700,11637,11292,0
0A875,11292,11292,440
1177,10272,11292,0
6932,11292,11292,0
6932,14288,11637,0
1177,11292,14771,0
6725,14057,11278,40512
6725,13342,12191,10486
6725,10140,13930,9139
6031,14747,14683,45174
0A875,11292,12953,4464
0A875,14908,11292,637
6031,11292,11292,3157
0A875,11292,10140,1578
0A875,11292,10800,3603
6460,11278,12339,0
0A875,12953,11292,277
0A875,14771,11292,18223
0A050,13930,13871,3553
6700,11292,11292,0
0A875,11292,12191,6730
6460,11292,10821,0
6725,11292,11292,15791
0A050,11292,11292,1395
6725,11292,11618,4577
0A875,11292,14869,455
0A875,12892,15016,37088
0A875,12264,11921,3708
6725,11292,11292,5786
6725,11292,14771,5342
6725,11292,11292,19869
6725,10800,13204,8337
6725,12953,11292,31623
6725,11292,11292,13174
6725,13871,11292,2474
6725,11292,12892,10507
6725,11292,12280,25831
6725,10397,10821,31675
6700,14869,11921,0
0A875,11292,11298,16135
6700,11921,11298,0
6725,11292,11292,6941
6700,14869,11413,0
6725,13204,11292,26897
1006,11292,11292,0
1006,14771,11292,0
6725,11292,13930,23828
6725,10693,11292,48139
6700,12280,11292,0
6725,14831,11292,24710
0A050,11292,10693,1318
6700,11292,14771,0
6725,11292,10397,43786
6820,11298,11292,534
6689,11413,11292,1560
6820,11921,14747,639
0A050,12892,11292,1832
6689,11298,14771,4
6725,13796,11292,25628
6700,11109,11292,0
0A875,14747,14747,3662
0A050,11292,11292,888
0A050,13930,10423,9661
6725,14747,14831,30015
6725,12191,14869,31990
6725,11292,11292,18634
6725,11292,11292,50293
6725,11292,11413,12117
6700,14747,14893,0
0A875,11618,11292,10513
6700,11292,11292,0
6700,11638,11292,0
0A875,11292,11298,2803
6725,15016,11109,25486
6725,12339,13232,45989
0A875,11292,11292,8100
6725,14679,11292,23249
6725,11292,11292,8150
6725,11292,11292,6591
6700,11292,13487,0
6725,10423,14679,17680
7041,11413,11292,0
7041,11292,11109,0
6725,11292,11292,15210
6725,13232,11292,50091
0A875,14771,12892,31358
6725,14893,14908,36110
0A050,11109,11292,0
0A050,11298,11292,1
6725,11292,14869,28560
6725,14771,13232,36751
6725,10821,10397,43848
6700,11109,12264,0
0A875,12266,13487,19354
6725,11292,11292,33389
6725,11292,11292,4682
6725,13487,11259,44521
6700,11292,11292,0
0A875,12264,11292,5492
6700,12892,12266,0
6700,11292,11292,0
6725,11292,12892,9744
6725,14908,11292,18667
1260,10397,10372,18075
6725,11292,11292,92042
6725,11292,11292,29343
1260,11292,11057,14547
0A875,11292,13198,28347
1260,11292,14107,8777
1260,13487,11292,27440
6725,13232,11292,62523
6725,11292,11292,35007
6725,14869,11298,57317
6725,11259,13930,45317
0A875,11292,12889,12202
6725,12892,11292,142094
6725,11292,,55050
6700,10372,,0
6700,11292,,0
6725,13198,,26103
0A050,11057,,10717
0A050,11292,,4059
6725,11292,,22029
6725,11292,,39128
6725,14107,,47129
6725,12889,,36027
0A875,13930,,40711
0A050,11292,,6733
0A875,11292,,66501
6725,11292,,28035
0A050,11298,,24641
